property_type,society,sector,price,price_per_sqft,bedroom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,store room,pooja room,others,furnishing_type,luxury_score
flat,imperia the esfera,sector 37c,0.85,5387.0,2,3,3,9.0,Relatively New,1441.6349206349205,0,1,0,0,0,0,49
flat,bestech park view sanskruti,sector 92,1.83,7871.0,4,3,3,8.0,New Property,2103.5714285714284,1,0,0,0,0,0,137
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,3,3,2,3.0,Relatively New,1650.0,1,0,0,0,0,0,123
house,unitech espace,sector 50,7.5,34722.0,3,3,2,2.0,Moderately Old,2160.0,1,0,0,0,0,2,75
flat,aipl zen residences,sector 70a,1.34,10276.0,2,2,3+,17.0,New Property,1179.8095238095236,0,0,0,0,0,2,110
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2,2,2,9.0,New Property,733.2539682539682,0,0,0,0,0,0,69
flat,today callidora,sector 73,1.0,7692.0,2,2,2,13.0,New Property,1444.4444444444443,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.68,8358.0,4,4,2,7.0,Relatively New,1818.5714285714284,0,0,0,0,0,0,145
flat,paras irene,sector 70a,1.2,8451.0,2,2,3,6.0,Moderately Old,1284.7619047619046,0,0,0,0,0,0,42
house,ansals florence villa,sector 57,3.3,19820.0,4,3,3+,2.0,Moderately Old,1665.0,1,1,1,1,0,0,169
flat,ss,sector 85,1.19,7121.0,2,2,3,11.0,Relatively New,1670.0,0,0,0,0,0,0,49
flat,birla navya,sector 63a,2.1,16667.0,2,2,2,2.0,Under Construction,1400.0,0,0,0,0,0,0,47
flat,tata primanti,sector 72,3.3,15385.0,3,3,3+,10.0,Relatively New,2000.0,1,0,0,0,0,2,183
flat,sare green parc 2,sector 92,1.07,5245.0,4,3,3,10.0,Under Construction,2040.0,1,1,0,0,0,0,95
flat,m3m sierra 68,sector 68,1.13,9076.0,2,2,3,9.0,Relatively New,1130.0,0,0,0,0,0,2,167
house,independent,sector 105,0.5,5556.0,2,2,0,1.0,Moderately Old,100.0,0,0,0,0,0,0,0
flat,emaar digihomes,sector 62,2.15,14257.0,2,2,3,31.0,Under Construction,1675.5555555555554,0,0,0,0,0,0,119
flat,emaar mgf the palm drive,sector 66,2.85,14615.0,3,3,3,11.0,Relatively New,1950.0,0,1,0,0,0,2,76
flat,smart world gems,sector 89,1.0,9033.0,2,2,2,1.0,Under Construction,1230.0,0,1,0,0,0,0,47
flat,vatika xpressions,sector 88b,0.92,7360.0,2,2,2,3.0,Relatively New,1300.0,0,0,0,1,0,0,192
house,dlf gardencity enclave,sector 93,1.3,11285.0,3,2,1,3.0,Relatively New,1152.0,0,0,0,0,0,0,41
flat,bptp astaire gardens,sector 70a,0.97,6585.0,3,3,3+,1.0,Relatively New,1339.0476190476188,0,0,0,0,1,0,167
flat,sare crescent parc,sector 92,0.92,4855.0,4,5,3+,14.0,Moderately Old,1895.0,0,0,0,0,0,2,149
flat,mittal surya vihar,sector 21,1.4,5833.0,5,4,2,2.0,Moderately Old,2171.428571428571,0,0,0,0,0,0,0
flat,sare green parc phase 3,sector 92,0.75,7143.0,3,2,2,3.0,New Property,1298.0,0,0,0,0,0,0,139
house,dlf city phase 1,sector 26,5.5,30556.0,4,4,3+,2.0,Moderately Old,1800.0,0,0,1,1,0,0,49
house,housing board colony,sector 28,5.5,30556.0,4,3,3,2.0,Old Property,1800.0,0,0,0,1,1,2,22
flat,kiran residency,sector 56,1.54,8324.0,3,4,3+,5.0,Old Property,1900.0,1,0,0,0,0,2,116
flat,bestech park view residency,sector 2,1.59,8281.0,3,4,3+,11.0,Moderately Old,1737.1428571428569,1,0,0,0,0,0,109
flat,dlf ridgewood estate,sector 28,2.0,14599.0,3,3,1,12.0,Old Property,1239.5238095238094,0,0,0,0,0,2,96
flat,ireo victory valley,sector 67,4.75,13930.0,4,4,3+,0.0,Relatively New,3200.0,1,1,1,1,0,2,183
flat,tata primanti,sector 72,5.0,11364.0,4,4,3+,2.0,New Property,4000.0,1,1,1,0,0,2,192
flat,m3m woodshire,sector 107,1.4,5930.0,3,4,3+,6.0,Relatively New,2136.142857142857,1,0,0,0,0,0,126
house,independent,sector 23,2.7,18621.0,5,5,2,3.0,Old Property,1450.0,0,0,0,0,0,2,26
flat,orchid petals,sector 49,2.09,11579.0,3,3,3,0.0,Relatively New,1633.0952380952378,0,0,0,0,0,0,49
flat,bestech park view ananda,sector 81,1.45,8011.0,3,3,3,8.0,Relatively New,1650.0,0,0,0,0,1,2,146
flat,supertech araville,sector 79,0.9,5882.0,2,2,3,5.0,Relatively New,1450.0,0,1,0,0,0,0,62
flat,tulip violet,sector 69,1.55,9823.0,3,3,2,0.0,Relatively New,1427.7142857142856,0,0,0,1,0,2,147
flat,hsiidc sidco aravali,manesar,0.91,3516.0,3,3,3+,8.0,Moderately Old,1900.0,1,0,0,0,0,0,23
house,nirvana cedar crest,sector 50,7.1,32870.0,5,4,3,2.0,Moderately Old,2160.0,0,1,1,1,0,2,119
house,independent,sector 105,9.9,49500.0,2,2,2,3.0,Moderately Old,2000.0,0,0,0,0,0,0,0
flat,mahindra luminare,sector 59,5.8,19174.0,3,4,3,16.0,New Property,3361.111111111111,1,0,0,0,0,2,49
flat,zara aavaas,sector 104,0.49,6577.0,3,2,2,7.0,Under Construction,695.3571428571429,0,0,0,0,0,0,83
flat,indiabulls centrum park,sector 103,2.14,7443.0,4,6,3+,7.0,Relatively New,2717.2619047619046,1,0,0,0,0,0,151
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1174.3809523809523,0,0,0,0,0,0,25
flat,smart world gems,sector 89,0.97,8794.0,2,2,3+,2.0,New Property,1103.0,0,0,0,0,0,0,49
flat,signature andour heights,sector 71,0.37,8222.0,1,1,2,2.0,Relatively New,450.0,0,0,0,0,0,0,65
flat,bhemerlei,sohna road road,0.69,5100.0,2,2,2,3.0,Under Construction,1350.0,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.5,8283.0,3,3,3,17.0,Relatively New,1691.4841269841268,0,0,0,0,1,0,49
house,independent,sector 67,1.5,8641.0,5,3,2,2.0,New Property,200.0,0,0,0,0,0,0,0
house,independent,sector 17,3.5,24306.0,2,6,3+,3.0,Old Property,1440.0,0,0,0,0,0,0,0
house,independent,sector 56,2.99,20635.0,4,4,2,2.0,Moderately Old,1449.0,1,1,0,1,0,2,49
house,independent,sector 3 phase 2,0.4,8000.0,2,1,0,1.0,Relatively New,500.0,0,0,0,0,0,0,0
flat,pareena coban residences,sector 99a,1.02,8793.0,2,2,3,3.0,Relatively New,1430.0,0,1,0,0,0,0,192
house,independent,sector 1,4.75,10556.0,6,7,0,4.0,Moderately Old,4500.0,0,0,0,0,0,0,0
flat,vatika gurgaon,sector 83,1.33,5565.0,4,4,3,3.0,Relatively New,2192.3015873015875,1,0,0,0,0,0,26
house,independent,sector 2,4.99,18887.0,4,4,3+,3.0,Moderately Old,2642.0,1,0,1,1,0,0,51
flat,orris carnation residency,sector 85,1.1,6687.0,3,4,3,6.0,Moderately Old,1466.3888888888887,1,0,0,0,0,1,74
flat,godrej nature plus,sector 33,1.2,12000.0,2,2,3+,3.0,Under Construction,1111.111111111111,0,0,0,0,0,0,114
flat,bestech spa signature,sector 81,4.45,10595.0,4,4,3+,8.0,Relatively New,3850.0,1,1,0,1,1,2,49
flat,apex our homes,sector 37c,0.35,3784.0,2,2,1,7.0,Relatively New,850.0,0,0,0,0,0,2,176
flat,sare crescent parc,sector 92,0.5,5000.0,2,2,3,2.0,Moderately Old,904.7619047619047,0,0,0,0,0,0,47
flat,ireo victory valley,sector 67,3.65,13529.0,3,4,3+,18.0,Relatively New,2490.0,1,0,0,1,0,2,70
flat,emaar mgf the enclave,sector 66,2.1,12353.0,3,4,2,12.0,Relatively New,1800.0,1,0,0,0,0,2,165
flat,rail vihar cghs,sector 56,1.35,10385.0,3,2,2,1.0,Old Property,1275.0,0,0,0,0,1,0,177
house,unitech south city,sector 50,5.88,27222.0,3,9,3+,3.0,Relatively New,2160.0,1,1,0,1,1,1,146
house,independent,sector 5,3.75,11029.0,5,5,3+,3.0,Old Property,3400.0,0,0,0,0,0,0,0
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,3,2,2,5.0,Moderately Old,1507.3333333333333,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,6.5,12037.0,4,4,3+,1.0,New Property,5400.0,1,0,0,0,0,2,178
flat,the close north,sector 50,2.7,9982.0,3,3,3+,3.0,Moderately Old,2356.9047619047615,1,0,0,0,0,0,126
flat,shree vardhman flora,sector 90,0.95,6333.0,3,3,3,9.0,Relatively New,1666.6666666666665,1,0,0,0,0,0,99
flat,shapoorji pallonji joyville gurugram,sector 102,1.35,14754.0,2,2,2,10.0,Under Construction,827.8571428571428,0,0,0,0,0,0,22
flat,la vida by tata housing,sector 113,3.35,12444.0,4,4,3+,11.0,Relatively New,2991.111111111111,1,1,0,0,0,0,192
flat,ashiana mulberry,sohna road,1.07,6185.0,3,3,3+,7.0,Relatively New,1600.0,0,0,0,0,0,0,185
flat,paras dews,sector 106,1.25,7102.0,3,4,3+,5.0,Relatively New,1186.0,1,0,0,0,0,0,174
flat,tulip monsella,sector 53,7.4,33199.0,4,4,3,21.0,Under Construction,2476.6666666666665,0,0,0,0,0,0,44
flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,3,3,3,1.0,Relatively New,1833.3333333333333,1,0,0,0,0,2,142
flat,conscient heritage max,sector 102,2.15,10005.0,3,4,3+,18.0,Relatively New,1944.3333333333333,1,1,0,0,0,2,143
flat,unitech uniworld gardens,sector 47,2.15,10307.0,3,4,3+,10.0,Moderately Old,1950.0,1,0,0,0,0,0,49
flat,dlf the primus,sector 82a,3.5,13431.0,5,5,3+,14.0,Relatively New,2895.5555555555557,0,1,0,0,0,1,49
flat,paras dews,sector 106,0.87,9255.0,2,2,3+,1.0,New Property,1120.0,0,0,0,0,0,0,192
flat,ramprastha the edge towers,sector 37d,0.8,8889.0,2,2,3,10.0,Relatively New,1310.0,0,0,0,0,1,0,184
flat,orris aster court,sector 85,0.9,5671.0,3,3,3,8.0,Relatively New,1435.8571428571427,0,0,0,0,0,0,49
house,independent,sector 4,1.1,11111.0,3,4,1,2.0,Moderately Old,990.0,0,0,0,0,0,0,0
flat,emaar palm gardens,sector 83,1.76,9263.0,3,3,3,6.0,Relatively New,1500.0,1,0,0,0,0,2,174
flat,ambience creacions,sector 22,3.5,19444.0,3,4,3+,8.0,New Property,2000.0,1,0,0,0,0,2,65
flat,ambience creacions,sector 22,2.4,17391.0,2,2,2,8.0,Relatively New,1200.0,0,0,0,0,1,1,130
flat,mapsko mount ville,sector 79,1.28,8556.0,3,3,3,16.0,Relatively New,1265.1087301587302,0,1,0,0,0,2,137
flat,ss the leaf,sector 85,1.22,13319.0,2,2,3,16.0,Relatively New,1300.0,0,0,1,0,0,0,90
flat,experion windchants,sector 112,3.65,12310.0,3,4,3+,14.0,Relatively New,2225.56,1,0,0,0,0,2,159
flat,emaar mgf palm hills,sector 77,1.65,8462.0,4,3,3,9.0,Relatively New,1764.2857142857142,1,0,0,0,0,0,109
flat,gls arawali homes,sohna road,0.32,6723.0,2,1,0,0.0,Relatively New,476.0,0,0,0,0,0,0,0
flat,umang monsoon breeze,sector 78,1.05,5666.0,3,3,3,6.0,Moderately Old,1853.0,0,0,0,0,0,0,0
flat,conscient heritage max,sector 102,1.82,9010.0,3,4,3+,12.0,Relatively New,1757.0476190476188,1,0,0,0,0,0,110
flat,hcbs sports ville,sohna road,0.28,3769.0,2,2,1,11.0,Relatively New,743.0,0,0,0,0,0,0,38
flat,suncity avenue,sector 102,0.48,9023.0,2,2,1,5.0,Relatively New,581.4603174603174,0,0,1,0,0,0,177
flat,smart world gems,sector 89,1.16,8152.0,3,3,2,3.0,Under Construction,1581.111111111111,0,1,0,0,0,0,68
flat,bptp terra,sector 37d,1.77,8079.0,4,3,3,15.0,Relatively New,2024.5,1,1,0,1,1,0,49
flat,m3m skywalk,sector 74,1.55,13790.0,2,2,3+,18.0,Relatively New,1300.0,0,0,0,0,1,0,155
flat,tulip white,sector 69,0.91,6863.0,3,2,2,12.0,Moderately Old,1473.3333333333333,0,0,0,0,0,0,52
flat,shri ram apartments,sector 4,0.36,3789.0,2,2,1,4.0,Relatively New,1055.5555555555554,0,0,0,0,0,0,0
house,independent,sector 105,0.74,7400.0,3,3,0,2.0,Moderately Old,1000.0,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,2.3,8179.0,4,4,3+,8.0,Relatively New,2544.190476190476,1,0,0,0,0,0,21
house,dlf city plots phase 2,sector 25,10.5,29022.0,4,4,2,2.0,Old Property,3618.0,1,0,0,1,0,2,100
flat,tulip violet,sector 69,2.05,9951.0,4,4,2,0.0,Relatively New,1888.238095238095,0,0,0,0,0,0,175
flat,ss,sector 85,1.98,8223.0,3,4,3,6.0,Relatively New,2300.0,0,0,0,0,0,0,42
flat,mvn athens,sohna road,0.25,5187.0,2,2,1,0.0,Relatively New,535.2050277777778,0,0,0,1,0,0,90
flat,ireo uptown,sector 66,1.85,12568.0,2,3,3,16.0,Relatively New,1470.0,1,0,0,0,1,2,88
flat,bptp astaire gardens,sector 70a,1.8,9351.0,3,3,3,3.0,Relatively New,1925.0,0,1,0,0,0,0,153
flat,signature global synera,sector 81,0.48,8451.0,2,2,1,7.0,Relatively New,612.7698412698412,0,0,0,0,0,2,79
flat,ambience creacions,sector 22,1.65,11957.0,2,2,2,9.0,Relatively New,1200.0,0,0,0,1,1,1,151
flat,ramprastha the atrium,sector 37d,1.0,7782.0,3,3,2,4.0,Relatively New,1162.6190476190475,0,0,0,0,0,0,13
flat,avl 36 gurgaon,sector 36a,0.36,9000.0,1,1,1,7.0,Relatively New,407.0,0,0,0,0,0,0,104
house,independent,sector 7,2.0,11111.0,2,2,1,2.0,Relatively New,1800.0,0,0,0,0,0,0,0
flat,pivotal devaan,sector 84,0.34,7039.0,2,2,1,1.0,Relatively New,536.6666666666666,0,0,1,0,0,2,93
house,independent,sector 11,2.1,17284.0,2,6,3+,3.0,Relatively New,1215.0,0,0,0,0,0,0,22
flat,hcbs sports ville,sohna road,0.22,4603.0,1,1,1,9.0,Relatively New,477.809521,0,0,0,0,0,2,44
flat,sare crescent parc,sector 92,0.8,6033.0,3,2,2,3.0,Relatively New,1473.3333333333333,0,0,0,0,0,0,15
flat,rof ananda,sector 95,0.2,5602.0,1,1,1,2.0,Relatively New,406.7558211111111,0,0,0,1,0,0,53
house,dlf city plots phase 2,sector 25,10.55,39074.0,5,6,3+,3.0,Moderately Old,2700.0,1,1,1,1,0,0,149
flat,m3m the marina,sector 68,1.02,8095.0,2,2,2,11.0,Relatively New,1250.0,0,0,0,0,1,2,49
house,unitech uniworld resorts,sector 33,11.75,23240.0,5,7,3+,3.0,Relatively New,5056.0,1,0,0,0,0,0,89
flat,ss the leaf,sector 85,1.2,10453.0,2,2,3+,2.0,Relatively New,1379.6825396825395,0,0,1,0,0,0,165
flat,dlf new town heights,sector 90,1.25,6477.0,3,3,3+,6.0,Relatively New,1929.0,1,0,0,1,0,0,154
flat,sare crescent parc,sector 92,0.49,4910.0,2,2,2,2.0,Relatively New,1108.888888888889,0,0,0,0,0,0,105
house,u block dlf phase 3 road no 21,sector 24,1.6,3292.0,7,5,3+,4.0,Old Property,540.0,0,0,0,0,0,0,0
flat,parsvnath exotica,sector 53,5.0,17271.0,3,4,3+,8.0,Relatively New,2500.0,1,0,0,1,1,2,49
flat,bestech park view ananda,sector 81,1.15,6928.0,3,2,3+,6.0,Relatively New,1463.174603174603,0,1,0,0,0,2,122
flat,dlf the icon,sector 43,5.25,20388.0,4,4,3,9.0,Old Property,2570.0,1,0,0,1,1,0,144
house,vipul tatvam villa,sector 48,5.5,21219.0,3,6,2,2.0,Moderately Old,2592.0,1,0,0,0,1,2,115
house,independent,sector 43,2.55,13178.0,3,3,2,3.0,Relatively New,1935.0,0,0,0,0,0,2,69
flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0,0,0
flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2,2,2,6.0,Relatively New,1300.0,0,0,0,0,0,0,138
flat,ss the leaf,sector 85,2.15,8929.0,3,5,3,2.0,New Property,2178.6666666666665,0,0,0,0,0,0,69
flat,imperia the esfera,sector 37c,0.86,4886.0,3,3,2,0.0,New Property,1592.3809523809523,0,0,0,0,1,0,35
flat,sare crescent parc royal greens phase 1,sector 92,0.75,4325.0,4,4,3+,3.0,Relatively New,1734.0,0,0,0,0,0,0,102
flat,puri diplomatic greens,sector 111,3.45,11695.0,4,5,3+,10.0,Relatively New,2669.047619047619,1,0,0,0,0,0,110
flat,mvn athens,sohna road,0.21,4667.0,1,1,1,11.0,New Property,500.0,0,0,0,0,0,0,16
house,puri diplomatic greens,sector 111,9.0,11250.0,5,5,3+,3.0,Relatively New,8000.0,1,0,0,0,0,0,121
flat,vatika the seven lamps,sector 82,0.85,6538.0,2,2,2,0.0,Relatively New,1176.1904761904761,0,0,0,0,0,2,49
flat,emaar mgf emerald estate,sector 65,1.42,13922.0,2,2,2,6.0,Relatively New,1010.0,0,1,0,0,0,2,192
house,emaar mgf marbella,sector 66,8.7,38667.0,4,5,2,3.0,New Property,2250.0,1,1,0,0,0,0,162
flat,experion windchants,sector 112,3.1,20667.0,2,2,3,9.0,Relatively New,1500.0,1,1,1,0,0,2,89
house,emaar mgf marbella,sector 66,18.0,40000.0,5,6,3+,3.0,Relatively New,4500.0,1,1,1,1,0,1,171
flat,tulip violet,sector 69,1.44,9125.0,3,3,2,1.0,Relatively New,1380.5238095238094,0,0,0,1,0,0,192
flat,parsvnath green ville,sector 48,2.5,12821.0,4,5,3,1.0,Moderately Old,2166.6666666666665,0,0,0,0,1,2,49
house,eros rosewood city,sector 49,3.75,22046.0,3,3,1,2.0,Old Property,1701.0,0,0,0,1,0,2,6
house,independent,sector 14,3.5,18088.0,6,4,2,2.0,Old Property,1935.0,0,0,0,0,1,2,35
flat,dlf regal gardens,sector 90,1.78,8040.0,4,4,3+,12.0,Relatively New,2004.0476190476188,0,0,0,0,0,0,70
flat,dlf regal gardens,sector 90,1.25,8117.0,3,3,3,8.0,Relatively New,1640.0,0,0,0,1,0,0,176
flat,experion windchants,sector 112,5.31,11205.0,4,6,3+,15.0,Relatively New,3573.33,1,0,0,1,0,0,81
flat,ss the leaf,sector 85,1.18,10727.0,2,2,3,9.0,Relatively New,1700.0,0,1,0,0,0,2,159
flat,signature global solera,sector 107,0.28,5833.0,2,2,2,0.0,Relatively New,543.3333333333334,0,0,0,0,0,0,45
flat,m3m skywalk,sector 74,2.25,12500.0,3,3,3,5.0,Relatively New,1900.0,0,1,0,0,0,0,192
house,international city by sobha phase 2,sector 109,9.4,26111.0,5,6,3+,2.0,Relatively New,3600.0,1,1,1,1,0,2,165
house,independent,sector 4,2.3,17012.0,4,4,3,2.0,Old Property,160.0,0,0,0,0,0,2,24
flat,m3m merlin,sector 67,3.39,14377.0,3,4,3,14.0,Relatively New,2100.0,1,0,0,0,0,2,26
flat,ats tourmaline,sector 109,2.1,8124.0,3,4,3+,11.0,Relatively New,2100.0,1,0,0,0,0,2,183
flat,godrej nature plus,sector 33,1.2,13363.0,2,2,0,11.0,Under Construction,84.93333333333332,0,0,0,0,0,0,56
flat,ramprastha the edge towers,sector 37d,0.71,5420.0,2,2,3,10.0,New Property,1100.0,0,0,0,0,1,0,47
flat,pareena coban residences,sector 99a,1.16,5809.0,3,3,3,3.0,Relatively New,1790.0,1,0,0,0,1,0,49
flat,parkwood westend,sector 92,0.7,5204.0,2,2,3,5.0,Under Construction,1216.9047619047617,0,1,0,0,0,0,0
flat,dlf regency park,sector 28,2.35,13225.0,3,4,3,8.0,Old Property,1700.0,1,0,0,0,0,2,118
flat,tulip violet,sector 69,1.85,9204.0,4,4,2,14.0,Relatively New,1818.5714285714284,0,0,0,0,0,2,175
flat,m3m golfestate,sector 65,5.9,17481.0,3,3,3,18.0,Relatively New,3042.7142857142853,1,1,0,0,0,0,85
flat,umang winter hills,sector 77,1.1,5296.0,3,4,3+,9.0,Relatively New,1828.4841269841268,1,0,0,0,0,0,49
flat,central park resorts,sector 48,5.15,20901.0,3,3,3+,8.0,Moderately Old,2364.0,1,0,0,0,0,1,62
flat,sare homes,sector 92,0.8,5253.0,3,3,3,7.0,Relatively New,1692.2222222222222,0,1,0,0,0,2,80
flat,emaar imperial gardens,sector 102,1.85,9136.0,3,3,3+,0.0,Relatively New,2250.0,1,0,0,0,0,2,104
flat,la vida by tata housing,sector 113,1.9,18500.0,3,2,2,10.0,Relatively New,1284.8650793650793,0,0,0,1,0,2,192
flat,emaar palm heights,sector 77,2.1,10370.0,3,3,3,17.0,New Property,1832.1428571428569,1,1,0,0,0,0,8
flat,conscient heritage max,sector 102,1.9,9784.0,3,4,3+,20.0,Relatively New,1757.0476190476188,1,0,0,0,0,0,183
flat,ansal heights 86,sector 86,0.82,6029.0,2,2,1,12.0,New Property,1300.0,0,0,0,0,0,0,49
house,satya the hermitage,sector 103,3.15,6702.0,4,5,0,12.0,Relatively New,4700.0,0,0,0,0,0,0,69
flat,hero homes,sector 104,1.75,10361.0,3,3,3,2.0,Under Construction,1528.142857142857,0,0,0,0,0,0,39
flat,kiran residency,sector 56,1.55,6889.0,3,3,3+,5.0,Moderately Old,1900.0,1,0,0,1,0,2,101
flat,divya apartments,sector 6,0.6,7595.0,2,2,0,2.0,Relatively New,790.0,0,0,0,0,0,2,15
flat,m3m capital,sector 113,2.57,15576.0,4,5,3+,25.0,Under Construction,2060.0,0,1,0,0,0,2,88
flat,m3m skycity,sector 65,2.0,15267.0,2,2,2,16.0,New Property,1185.2380952380952,0,0,0,0,0,2,192
house,independent,sector 4,0.4,8889.0,1,1,0,1.0,Moderately Old,450.0,0,0,0,0,0,0,0
flat,signature global city 81,sector 81,0.96,9766.0,2,2,2,1.0,Under Construction,1194.4444444444443,0,0,0,0,0,0,49
flat,bestech park view residency,sector 2,1.18,7540.0,2,2,3,5.0,Old Property,1415.9523809523807,0,1,0,0,0,0,85
flat,godrej,sector 79,2.01,8495.0,3,4,3+,6.0,Relatively New,2140.6666666666665,1,0,0,0,0,0,176
house,independent,sector 3 phase 3 extension,0.85,8500.0,1,1,0,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,2.25,13636.0,3,3,3+,3.0,Relatively New,1492.8571428571427,1,1,0,0,0,0,170
flat,godrej air,sector 85,1.35,13636.0,2,2,3,19.0,Under Construction,102.22222222222221,0,0,0,0,0,0,44
flat,ireo victory valley,sector 67,2.87,11904.0,3,3,3+,16.0,Relatively New,2095.1349206349205,1,0,0,0,0,2,192
house,huda,sector 38,3.5,24005.0,3,2,3,2.0,Moderately Old,1458.0,0,0,1,0,0,2,93
flat,sbr apartment,manesar,0.68,4456.0,3,3,3,2.0,Moderately Old,1526.0,0,0,0,0,0,0,0
flat,bestech park view spa next,sector 67,3.32,12600.0,4,5,3+,12.0,Moderately Old,2384.047619047619,1,0,0,0,0,2,192
flat,adani aangan arcade,sector 88a,0.45,7188.0,2,2,1,8.0,New Property,694.9891433333333,0,0,0,0,0,0,14
flat,paras dews,sector 106,1.35,8940.0,4,3,3,19.0,Old Property,1677.7777777777778,1,0,0,0,0,0,121
flat,m3m golfestate,sector 65,7.0,18182.0,3,3,2,12.0,Moderately Old,4277.777777777777,0,0,1,0,0,0,69
house,independent,sector 25,9.9,29333.0,5,5,2,2.0,Moderately Old,3375.0,0,0,0,1,0,2,123
house,unitech aspen greens,sector 50,6.8,31481.0,4,5,3,3.0,Old Property,2160.0,1,1,0,0,0,2,120
flat,essel towers,sector 14,2.75,12500.0,4,5,3+,8.0,Old Property,2200.0,1,1,0,0,0,1,146
flat,ireo skyon,sector 60,2.12,15531.0,2,2,2,2.0,Relatively New,1350.0,0,0,0,1,0,2,192
flat,smart world gems,sector 89,1.01,9157.0,2,2,2,4.0,Under Construction,1225.5555555555554,0,1,0,0,0,0,47
flat,tulip violet,sector 69,1.4,8855.0,3,3,2,9.0,Relatively New,1427.7142857142856,0,0,0,1,0,0,129
flat,dlf the skycourt,sector 86,1.55,8031.0,3,3,3,5.0,Relatively New,1900.0,0,0,0,0,0,0,49
flat,sbtl caladium,sector 109,1.3,6915.0,3,2,3,16.0,Moderately Old,1700.9523809523807,0,0,0,0,0,0,143
flat,central park flower valley,sector 33,1.55,11923.0,3,3,3+,7.0,New Property,1444.4444444444443,0,0,0,0,0,2,28
house,international city by sobha phase 1,sector 109,6.0,9634.0,5,5,3+,2.0,Relatively New,6228.0,1,1,1,1,0,0,178
flat,m3m heights,sector 65,1.99,15794.0,2,2,2,26.0,Under Construction,1140.0,0,0,0,0,0,0,64
house,independent,sector 109,1.55,6568.0,3,2,0,1.0,Relatively New,2360.0,0,0,0,0,0,0,0
flat,ireo victory valley,sector 67,3.15,12847.0,3,4,3+,15.0,Relatively New,2218.4761904761904,1,0,0,1,0,2,167
flat,tata primanti,sector 72,6.5,15294.0,4,4,3+,0.0,Relatively New,3845.238095238095,1,1,0,1,0,0,76
flat,ramsons kshitij,sector 95,0.45,4592.0,2,2,1,2.0,Relatively New,886.6666666666666,0,1,0,0,0,0,98
flat,dlf new town heights,sector 90,1.95,7151.0,4,4,3+,24.0,Relatively New,2455.8650793650795,1,0,1,0,0,0,192
flat,rof ananda,sector 95,0.26,6032.0,1,1,1,8.0,New Property,406.331746031746,0,0,0,0,0,0,49
house,independent,sector 39,15.0,33333.0,5,5,3+,4.0,Moderately Old,4500.0,1,0,0,0,0,2,35
house,shivpuri,sector 7,2.4,8889.0,10,5,3,2.0,Old Property,2700.0,1,1,0,1,0,0,8
flat,alpha corp gurgaonone,sector 84,1.52,7904.0,3,4,3,15.0,Relatively New,1703.2619047619046,1,0,0,0,0,0,101
flat,tarc maceo,sector 91,0.87,6641.0,2,2,2,9.0,Relatively New,1148.1746031746031,0,0,1,0,0,0,96
flat,shree vardhman flora,sector 90,1.3,5253.0,4,5,2,9.0,Relatively New,2133.531746031746,1,1,0,0,0,0,119
house,ansal sushant lok plots,sector 43,5.8,29974.0,6,6,3,2.0,Relatively New,1935.0,1,0,0,0,1,2,49
flat,emaar gurgaon greens,sector 102,1.3,7879.0,3,3,3,4.0,Relatively New,1314.5285714285715,1,0,0,0,0,2,143
flat,bptp terra,sector 37d,1.55,8559.0,3,3,3+,11.0,Relatively New,1638.5238095238094,0,0,0,0,0,0,88
flat,la vida by tata housing,sector 113,1.38,12000.0,2,2,3,8.0,New Property,1350.0,0,1,0,0,0,0,192
house,independent,sector 12,1.0,8230.0,3,7,3+,3.0,Moderately Old,3750.0,0,0,1,1,0,0,7
flat,trisara our homes 3,sohna road,0.35,5564.0,2,2,1,2.0,New Property,698.8888888888889,0,0,0,0,0,0,83
flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,14.0,New Property,1235.9047619047617,0,0,0,0,0,0,76
house,bptp visionnaire,sector 70a,6.0,22222.0,5,4,3,3.0,New Property,2700.0,0,1,0,0,0,0,40
flat,vatika gurgaon,sector 83,0.83,6667.0,2,2,2,12.0,Relatively New,1154.0,0,0,0,1,0,0,183
flat,m3m heights,sector 65,2.8,14997.0,3,3,3,20.0,Under Construction,1867.0,0,0,0,0,0,0,100
flat,supertech araville,sector 79,1.35,6941.0,3,3,3,4.0,Relatively New,2161.111111111111,0,0,0,0,0,0,0
house,independent,sector 51,2.25,2778.0,6,3,3+,3.0,Relatively New,900.0,0,0,0,0,0,0,63
